hcode,name1,name2
52864,KP-CH-B8VG30S,PCSﾕﾆｯﾄ間通信ｹｰﾌﾞﾙ
52865,KP-CH-B8VG15S,PCSﾕﾆｯﾄ間通信ｹｰﾌﾞﾙ
52866,EMZE350ARA101MHA0G, 
52867,SPP1888A  1P/S,ﾚﾝﾁｬｵ生産
52868,1500V PVCC 5.5SQ MC4 75M,(2本1組)
52869,H5.5J_223 ｵﾌﾟｼｮﾝ,延長保証 +5年費用
52870,H4.5_230 ｵﾌﾟｼｮﾝ,延長保証 +5年費用
52871,UC3-05, 
52872,YA608S001H/FP1704SNH,電力用ｶｽﾀﾑ電源
52873,PJ10ZT-330K, 
52874,ｾｲｷﾞｮﾄﾗﾝｽ,図番:EMD190182-1
52875,A237A 115X150  4P/S,国内生産
52876,STD30-10(#0STD13000)  2P/S,国内生産 98×140
52877,STD30-20(#0STD14000)  2P/S,国内生産 160×143
52878,PCB-YV-480010-P7V3B  1P/S,国内生産
52879,ﾃﾞﾝﾘｭｳｾﾝｻｰﾖｳｹｰﾌﾞﾙ(30M), 
52880,TC-50CAT-20(85X85), 
52881,TC-50CAT-20(20X10), 
52882,UU60R-Z MB3, 
52883,C2124  1P/S,国内生産
52884,PR-1746D  1P/S,国内生産
52885,PR-1744D  1P/S,国内生産
52886,TK-S40-12-DEL, 
52887,EMVE250ARA101MF80G, 
52888,ETXH251VSN681MR45S,30×45
52889,PVH-12B-1-S2,接続箱12回路屋外取付耳付き
52890,EMVE500ARA221MJA0G, 
52891,EMVE500ARA470MF80G, 
52892,EMVA250ARA221MHA0G, 
52893,UWP1HR33MCL1GB, 
52894,KRC-9N-3  5P/S,国内生産 ｼｰﾄ発注
52895,EKZN160EC3681MH15D,最終受注2024年3月末日
52896,EKZN160ELL271MF11D,最終受注2024年3月末日
52897,I-D5K 650KVA ｷｭｰﾋﾞｸﾙ, 
52898,FGBO-A 125V1.5A PBF, 
52899,JAM60S09-325/PR, 
52900,EKZN101ELL561MM25S,(18×25)
52901,SBD328202  4P/S,国内生産 PCS発注
52902,EM 600V CE/F 1X3.5SQ 200Mﾀﾊﾞ,住電日立ｹｰﾌﾞﾙ 200ｍ束
52903,EMIE/F 2SQ ﾐﾄﾞﾘ 300Mﾀﾊﾞ,住電日立ｹｰﾌﾞﾙ 300ｍ束
52904,18650 7S2P ｿﾌﾄﾊﾟｯｸｻﾝﾌﾟﾙ, 
52905,21700 7S1P ｿﾌﾄﾊﾟｯｸｻﾝﾌﾟﾙ, 
52906,EXILF1421BSA9U1-22,岩崎電気
52907,EXIFG422,岩崎電気
52908,N00726  3P/S,国内生産 ﾋﾟｰｽ発注
52909,KP-CH-A4VG15S(15M),通信ｹｰﾌﾞﾙ
52910,KP-CH-A4VG30S(30M),通信ｹｰﾌﾞﾙ
52911,HFR1-50B8,EV急速充電器
52912,ｳﾝｿｳﾋ  ｼﾞｭｳﾃﾞﾝｷﾖｳ, 
52913,XLX450DENP LE9, 
52914,KD-L2115PIK, 
52915,EUV-150S012SV-00P0, 
52916,XNP-6250RH PTZｶﾒﾗ,IP/2MP/25倍/IR有
52917,DJ-100-24,XNP-6250用ｱﾀﾞﾌﾟﾀｰ
52918,WDD256G1P0C,内蔵ﾒﾓﾘ
52919,SBP-300WM1,壁面金具
52920,TRIM JIA_E2  1P/S,国内生産
52921,XLX210DENC LE9, 
52922,XLX410DENP LE9, 
52923,XND0660SL LE9, 
52924,WTK2401K, 
52925,U-ACU M015-1, 
52926,U-VR46DRVPCB-004-5, 
52927,SOLAR LEGATO ｺｳｱﾂ1~205KW, 
52928,WINO-0710-1, 
52929,WINO-10008-1, 
52930,EOU-CGW03 ｶｲｾﾂﾋ, 
52931,M50Aﾖｳﾂｳｼﾝｷﾊﾞﾝ, 
52932,C2104-2  5P/S,国内生産 ﾋﾟｰｽ発注
52933,DCBLﾓｰﾀ HPM5000,ｺﾞｰﾙﾃﾞﾝﾓｰﾀｰ
52934,USB CABLE L=230MM USB2.0AM TO,TYPEC
52935,PWMｺﾝﾄﾛｰﾗ ｶｲｿﾞｳ, 
52936,I-K6R ｷｭｰﾋﾞｸﾙ,200ｋｗ
52937,DEX-10(#0DEX01000)148X150,国内生産 2P/S 4層
52938,DEX-20(#0DEX02000)148X150,国内生産 2P/S 6層
52939,LIBﾊﾞｯﾃﾘｰﾓｼﾞｭｰﾙ 48V-100AH,ZNTECH
52940,LIBﾖｳｼﾞｭｳﾃﾞﾝｷ 48V/150AH-300AH,ZNTECH
52941,KPW-A55-J4,10年保証
52942,ﾄｸﾞﾙSWｷﾊﾞﾝ ASSY,R00012
52943,ｷﾊﾞﾝｾｯﾄｱｯﾌﾟﾋﾖｳ,R00012
52944,FGBO-A 125V10A PBF, 
52945,EOU-CGW03 ｻｰﾋﾞｽﾖｳ ~50KW,田淵ｸﾗｳﾄﾞ通信ｻｰﾋﾞｽ費用
52946,DCﾌﾟﾗｸﾞ(MC4)ｵｽｶﾞﾀ, 
52947,DCﾌﾟﾗｸﾞ(MC4)ﾒｽｶﾞﾀ, 
52948,ELXS201VSN272MA50S-F, 
52949,P7640 P7041 P7644 ﾀﾝﾏﾂｶｺｳ,15種15本
52950,EMLA500ARA470MHA0G, 
52951,WCF2066WK, 
52952,CAP4E ｶﾒﾗﾓｼﾞｭｰﾙｾｯﾄ,2021年9月末最終受注
52953,XLX460DENP LE9, 
52954,XLX230DENC LE9, 
52955,XND2560WN LE9, 
52956,SUN2000-50KTL-JPM0  HUAWEI,追加延長5年保証
52957,SMART LOGGER3000A  HUAWEI,SIMｶｰﾄﾞ10年通信機能付
52958,I_F752 ｷｭｰﾋﾞｸﾙ300KVA, 
52959,KP-CH-H4VB05S,屋内外通信ｹｰﾌﾞﾙ
52960,I_F813 ｷｭｰﾋﾞｸﾙ150KVA, 
52961,I_F813 ﾀﾞｳﾝﾄﾗﾝｽ 10KVA, 
52962,DES10JB125K01,三相125KW 自立ﾓｰﾄﾞ
52963,RPI H6Jﾖｳ ﾂｳｼﾝｷﾊﾞﾝ, 
52964,I_E847 ｷｭｰﾋﾞｸﾙ ﾃﾞﾙﾀ500KVA, 
52965,NNFB90605J, 
52966,TMG8CQ60F5, 
52967,GSP600-17-3P208-D AC/DCｺﾝﾊﾞｰﾀ,10KW/DC600V
52968,EXBV8V220JV, 
52969,ｼﾝﾔﾀｲｵｳﾋ, 
52970,7593-14(#0FC667000) 92X97.5,ﾚﾝﾁｬｵ 4層 6P/S
52971,7593-24(#0FC668000) 92X97.5,ﾚﾝﾁｬｵ 4層 6P/S
52972,7593-34(#0FC669000) 92X97.5,ﾚﾝﾁｬｵ 4層 6P/S
52973,VCG-663CN3 ｽﾀﾝﾀﾞｰﾄﾞLANﾓﾃﾞﾙ,ZHTP1950SA30
52974,FTRS01  10P/S,国内生産 ｼｰﾄ単位
52975,PJ8ZT-220K  ﾌｧｲ8.8X8.5,22μH/1.9A
52976,GP4/YRC1000 MICRO,産業用ﾛﾎﾞｯﾄ
52977,PLA10AH5321R4R2B, 
52978,PBA100F-15-J1D14.1,14.1V
52979,PCSｼｹﾝﾀﾁｱｲﾋﾖｳ, 
52980,P500JFL1-A02,出力制御+保護継電器試験
52981,P500JFL1-A02,5年目部品交換費
52982,P500JFL1-A02,ﾊﾟﾜｺﾝ用扉換気ﾌｨﾙﾀ
52983,DF20AA120,材料変更2021年4月以降～
52984,ULPS-DC24V/SG-UVCR  1P/S,国内生産両面複合 ｼｰﾄ単位
52985,TC-700CAS-10(41X78),図番DR-N00256
52986,TC-500CAS-10(14.5X78),図番:DR-N00257
52987,TC-200CAS-10(14.5X78),図番:DR-N00258
52988,TC-500CAS-10(24X39),図番:DR-N00260
52989,TC-200CAS-10(29.5X63),図番:DR-N00261
52990,PCB-M-350PG-EC-CPU_Z  1P/S,国内生産
52991,SPP1951W  1P/S,国内生産
52992,ｶﾝｼｿｳﾁ ｱﾄﾞﾚｽ ﾍﾝｺｳﾋ, 
52993,TC-50CAT-20(60X40), 
52994,TC-50CAT-20(25X35), 
52995,I_F412 350KVAｷｭｰﾋﾞｸﾙ,茨城県みどり環境案件
52996,AHRS17  4P/S,国内生産 ﾋﾟｰｽ発注
52997,I_F242 ｷｭｰﾋﾞｸﾙ, 
52998,Z02-SFGDRV020-001-1  8P/S,国内生産 ﾋﾟｰｽ発注
52999,N00662-2 5P/S,国内生産 ﾋﾟｰｽ発注
53000,RE7500-2(CS100971)  4P/S,国内生産 ｼｰﾄ発注
53001,WINO-10008-2  P:300V,S:100V8ｍA8V8ｍA
53002,WINO-0808-3,P:300V S:8V8ｍA
53003,600V HCV 3.5SQ ﾄﾞﾗﾑ ｸﾛｼﾛﾗｲﾝ,1000ｍ仕様(単価=1ｍ)
53004,I_F999 3207 350KVAｷｭｰﾋﾞｸﾙ,埼玉県比企郡吉見町久米田案件
53005,PV-OVG-U,OVGRﾕﾆｯﾄ 日東工業
53006,TDﾚﾝｼﾞﾍﾝｺｳﾋﾖｳ 0~550W,ｴﾑｼｽﾃﾑ製T/D
53007,I_F757 ｾﾂｿﾞｸﾊﾞｺ12ｶｲﾛ DC600V,日新250ｋWPCS接続
53008,I_F757 ｾﾂｿﾞｸﾊﾞｺ4ｶｲﾛ DC600V,安川10ｋWPCS接続
53009,EPG-T99P5 10ﾈﾝﾎｼｮｳ, 
53010,EKXL451ETD470MU25S,14.5×25
53011,EKXJ251ETD820MK25S,12.5×25
53012,EKXJ251ETD470MJ25S,10×25
53013,ELE-500ETC4R7ME11D,最終受注2024年3月末日
53014,ERJP06J100V, 
53015,DISP-REFINE_D1  1P/S,ﾚﾝﾁｬｵ
53016,SWG-REFINE_B1  1P/S,ﾚﾝﾁｬｵ生産
53017,SWG-REFINE_B1_ｻﾌﾞX3  1P/S,ﾚﾝﾁｬｵ生産
53018,PCB-M-336MX-EC-CPU_Z  1P/S,国内生産
53019,PWMｺﾝﾄﾛｰﾗ,PWM基板
53020,PWMｺﾝﾄﾛｰﾗ,ﾏｻﾞｰ基板
53021,SH401525-110MAH-PAC, 
53022,CS3K-305P,多結晶
53023,KPW-A55-J4,15年保証品
53024,EXBA10P223J, 
53025,ME-F01A ﾌﾞﾗｯｸ, 
53026,ME-F01A ﾌﾞﾙｰ, 
53027,ME-F01A ﾊﾟｰﾌﾟﾙ, 
53028,ME-F01A ｼﾛ, 
53029,ME-F01A ｹｼｮｳﾊﾞｺ(1000PCS), 
53030,ME-F01A ｾﾂﾒｲｼｮ(500PCS), 
53031,PCB-BCP2-MHP-EVB  1P/S,国内生産
53032,KPB1953AAA1 137X120  12P/S,国内生産 ﾋﾟｰｽ単位
53033,OHT-TD2(IEC104P2325AEZ)  1P/S,国内生産
53034,1500V PVｹｰﾌﾞﾙ 4SQ,S-JET認証品
53035,KE-1886 100Gﾁｭｰﾌﾞ, 
53036,SAMSUNG 21700 7S1P 50000MAH,基板開発費
53037,SAMSUNG 21700 7S1P 50000MAH,3Dﾓｯｸ作製費
53038,SAMSUNG 21700 7S1P 5000MAH,電池電極設計費
53039,SAMSUNG 21700 7S1P 5000MAH,ﾊﾟｯｸ構造設計費
53040,PCB-ELB-EXB_U  1P/S,国内生産
53041,LDA7DGK60ESW, 
53042,U-OP_VS50_X01-001-2, 
53043,U-LED_VS50-001-1, 
53044,U-MAIN_VS50_X03-001-1, 
53045,U-DRIVE_VS50-001_X02-1, 
53046,ECHU1H223JX5, 
53047,PVSA-02125,入力2回路/出力1回路
53048,CS3K-305P  ｶﾅﾃﾞｨｱﾝ,多結晶305Wﾊﾟﾈﾙ
53049,I_C221 ｼﾞｶｼｮｳﾋ ｹｲﾃﾞﾝｷﾊﾞﾝ,自家消費用 継電器盤
53050,KAZ5-48V/180A,ZNTECH
53051,RX220,IｏT/M2Mﾙｰﾀ本体
53052,ADP-18HW-BH,RX220用ｱﾀﾞﾌﾟﾀｰ
53053,FMSP800W-H2.5M-WPMIMO-7,LTEｱﾝﾃﾅRX220付属
53054,11S-RXK-0001,固定金具SETRX220付属
53055,NYM20100 LR9, 
53056,OPJ-A580KA.D-V, 
53057,OPJ-A1200KA.D-V, 
53058,NL-SS201K, 
53059,NL-SS401K, 
53060,UF1-2150F, 
53061,SPP1881A-2  1P/S,国内生産
53062,600V CV 38SQ 4C(BWRG),線色:黒白赤緑
53063,600V CV 38SQ 4C(BWRG) 25M,線色:黒白赤緑
53064,600V CV 38SQ 4C(BWRG) 28M,線色:黒白赤緑
53065,600V CV 38SQ 4C(BWRG) 31M,線色:黒白赤緑
53066,600V CV 38SQ 4C(BWRG) 34M,線色:黒白赤緑
53067,600V CV 38SQ 4C(BWRG) 37M,線色:黒白赤緑
53068,600V CV 38SQ 4C(BWRG) 40M,線色:黒白赤緑
53069,600V CV 38SQ 4C(BWRG) 43M,線色:黒白赤緑
53070,600V CV 38SQ 4C(BWRG) 46M,線色:黒白赤緑
53071,600V CV 38SQ 4C(BWRG) 87M,線色:黒白赤緑
53072,600V CV 38SQ 4C(BWRG) 89M,線色:黒白赤緑
53073,600V CV 38SQ 4C(BWRG) 91M,線色:黒白赤緑
53074,600V CV 38SQ 4C(BWRG) 93M,線色:黒白赤緑
53075,600V CV 38SQ 4C(BWRG) 94M,線色:黒白赤緑
53076,600V CV 38SQ 4C(BWRG) 95M,線色:黒白赤緑
53077,600V CV 38SQ 4C(BWRG) 96M,線色:黒白赤緑
53078,600V CV 38SQ 4C(BWRG) 98M,線色:黒白赤緑
53079,600V CV 38SQ 4C(BWRG) 99M,線色:黒白赤緑
53080,G-H68 150KVAｷｭｰﾋﾞｸﾙ, 
53081,DISP-REFINE-E1  1P/S,国内生産
53082,EERX72K-Z MBT1, 
53083,EERX100K-Z MBT1, 
53084,ESK-P0208-003  1P/S,ﾚﾝﾁｬｵ生産
53085,21T-18650N-A,(7.2ｖ/2800ｍAｈ)
53086,ELE-630ETC220MF11D,最終受注2024年3月末日
53087,PMAQ1021D000(PB-Z5315A)176X136,HTB制御 4P/S 国産
53088,PV-OVG ZPDｹｰﾌﾞﾙ3Mﾃﾝﾌﾟ,OVGR盤(鋼板製)
53089,J_A536 ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ J-A29,3回路ﾃﾞﾙﾀM16S3台接続
53090,J_A536 ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ J-A29,4回路ﾃﾞﾙﾀM16S4台接続
53091,J_A537ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ J-A28,3回路ﾃﾞﾙﾀM16S3台接続
53092,J_A538ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ J-A27,3回路ﾃﾞﾙﾀM16S3台接続
53093,KUL-LETBA-1  30P/S,国内生産
53095,18T001-PB01.02  4SET/SHEET,国内生産 1ｼｰﾄ2種取り
53096,18T001-PB03  1P/S,国内生産
53097,18T001-PB04.06  4SET/SHEET,国内生産 1ｼｰﾄ2種取り
53098,18T001-PB05  1P/S,国内生産
53099,WA13011A,LJM-PS2C用ﾊｰﾈｽ
53100,H4J_220 ｵﾌﾟｼｮﾝ,延長保証+5年費用
53101,J_A637 ｹｲﾃﾞﾝｷﾊﾞﾝ J-B02,OVGRRPR盤ﾏﾙﾁﾒｰﾀ
53102,PB01.02.03 ﾁｯﾌﾟﾌﾞﾋﾝｼﾞｯｿｳ, 
53103,ST159KWH-50HV,SUNGROW蓄電ｼｽﾃﾑ
53104,ST159KWH-50HVｿｳﾘｮｳ, 
53105,ST159KWH-50HVｼｳﾝﾃﾝﾁｮｳｾｲ, 
53106,SG49K5J ﾊﾟﾜｺﾝ,SUNGROW49.5W
53107,HTBｷﾊﾞﾝ 100X150  20P/S,HTB電源 国内生産
53108,"WR-PAJ01,PBJ01-A",組立費用
53109,EPU-E-T99P-SF ﾖｳ FAN, 
53110,N00711-2  4P/S,国内生産
53111,EER28.5B-Z MBT1, 
53112,XND1560WN LE9, 
53113,O.PEAK DUO-G6 355,単結晶 355W
53114,KL-1200MG-MW(1170X170)  10P/S,億利華生産
53115,1500V PVCC 5.5SQ MC4 35M,(2本1組)
53116,N0607-6  3P/S,国内生産
53117,GCL-M8/72H 445W, 
53118,ｲﾅｽﾄﾏｰSF-5LT,ﾘｰﾄﾞ線･端子付き
53119,ｲﾅｽﾄﾏｰSF-5LT ｹﾝｼｮｳｷｯﾄ1,1点LED表示
53120,ZAMｶﾀﾞｲ_DEFFENDｻﾏ ｼｬｰﾌﾟ64.9KW,野立架台一式･低圧1Φ2
53121,ST159KWH-50HV ﾕｿｳﾁｮｳｾｲﾋｺﾐ,SUNGROW蓄電ｼｽﾃﾑ
53122,PCB-0711-01331-01_AU  2P/S,国内生産
53123,EKZN800EC3681ML25S,(16×25)
53124,CEPT-H3AA4065BBA, 
53125,I-K6H 150KVA ｷｭｰﾋﾞｸﾙ, 
53126,I-K6J 300KVA ｷｭｰﾋﾞｸﾙ, 
53127,I-K6M 300KVA ｷｭｰﾋﾞｸﾙ, 
53128,BY50FW ｵﾑﾛﾝUPS, 
53129,36R, 
53130,DISP-REFINE-E1  1P/S,ﾚﾝﾁｬｵ生産
53131,HHXC250ARA221MHA0G, 
53132,MTBW-2012Z,Φ1.2×200M鉄ﾊﾞｲﾝﾄﾞ
53133,EKZN800ETD681ML25S,(16×25)
53134,EMVA100ARA101MF55G, 
53135,TLP613BC-6P-NF, 
53136,TLP613BC-8P-NF, 
53137,TPA2-11 128X250  1P/S,ﾚﾝﾁｬｵ生産
53138,TPA3-11 128X329  1P/S,ﾚﾝﾁｬｵ生産
53139,KPB2015AAA1 193X120  1P/S,国内生産 ﾋﾟｰｽ単位
53140,ﾌｼﾞｵｶﾚﾝｹｲﾍﾝﾃﾞﾝｼｮ66KV 33KVｷｷﾂｲｶ,地絡検出 MｏｄBｕｓ
53141,J_A921 ｷｭｰﾋﾞｸﾙ ｶｲｿﾞｳﾋﾖｳ, 
53142,J_A922 ｷｭｰﾋﾞｸﾙ ｶｲｿﾞｳﾋﾖｳ, 
53143,VBPC244GM2,単相4.4ｋW
53144,VBPC255GM2,単相5.5ｋW
53145,ALM000007-01(ALM12V7S),12V5Aｈ
53146,ALM000001-01(ALM12V35S),12V35Aｈ
53147,SCB-6003VP,ﾊﾝﾌｧQｾﾙｽﾞ ｶﾒﾗ
53148,TAV2812DCIR-MP,ﾊﾝﾌｧQｾﾙｽﾞ ﾚﾝｽﾞ
53149,SPV-401,電源ｺﾝﾄﾛｰﾗｰ
53150,EKXJ451EBC270MU20S,(14.5×20)
53151,RE7000-2  4P/S,国内生産 ﾋﾟｰｽ発注
53152,ﾁﾀﾆｱﾖｳｻﾞｲ, 
53153,ﾁﾀﾆｱｾｺｳｾｯﾄ, 
53154,ﾁﾀﾆｱｺｰﾃｨﾝｸﾞﾋﾖｳ, 
53155,EMVE350ARA470MF80G, 
53156,TK-R140H,大型産業用蓄電池ﾗｯｸ
53157,TK-BMS-06,産業用蓄電池ﾗｯｸ用BMS
53158,LCVH150P240, 
53159,HTP-5705-1, 
53160,SUND-WLU200UP-NH4-01-00030,(167×52)
53161,SUND-WLU200UP-NH4-01-00030,型代(1面取り)
53162,EPC-B-S99Pﾖｳ DC/DCｺﾝﾊﾞｰﾀﾕﾆｯﾄ, 
53163,PCB-EVA-0175_AU  2P/S,国内生産
53164,USB2.0 AM TO TYPEC CABLE(3A),L=230ｍｍ
53165,UF1-2025F,AC200 25A
53166,UF1-2035F,AC200 35A
53167,TC-50CAS-10(44X80),図番:DR-N00299A
53168,TC-50CAS-30(44X80),図番:DR-N00310
53169,TC-200CAS-10(14X78),図番:DR-N00300
53170,K13-11-015 ｷﾊﾞﾝ 98.5X232  4P/S,国内生産 FLAX仕上げ
53171,TC-100CAF-40(300X400),原反
53172,EMZA350ARA101MF80G, 
53173,MT-F7Y10YHP/N,FHP23型LED
53174,KPB1157AAA3 174X163  4P/S,国内生産 ﾋﾟｰｽ単位
53175,MMF-06L24US-CM0,ﾛｯｸｾﾝｻｰ出力
53176,MMF-08L24ES-CX#,ﾊﾟﾙｽ出力
53177,J_B378 675KVA ｻｲﾄ2689ｽｷﾞﾉﾜｷ, 
53178,I_D935 500KVA ｷｭｰﾋﾞｸﾙ,ｲﾜﾊﾗ様宮崎県児湯郡新富町
53179,ZC-PB10,蓄電池接続用ｹｰﾌﾞﾙ10ｍ
53180,J-B136 ﾁｮｳｻﾋﾖｳ, 
53181,J-B136 ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ, 
53182,RA_INV01B  1P/S,国内生産 治具対応
53183,RA_FL01B 120X285MM  1P/S,国内生産 治具対応
53184,MY-V450331/N AHTN, 
53185,MY-V440331/N AHTN, 
53186,J_B437 675KVA ｻｲﾄ2689ｽｷﾞﾉﾜｷ, 
53187,UU56SPE-Z MBT1, 
53188,EKMM201VSN271MP25U, 
53189,XTP-5705-1, 
53190,TC-45A(E563-00800),外径Φ32×内径Φ18穴
53191,NXS-MHESS001,蓄電ｉｅｄｅｎｃｈｉ
53192,NER120M340J-MB,くるまや商事茂原店様案件
53193,J_B335 300KVAｷｭｰﾋﾞｸﾙ,宮崎第一発電所 正英電機様
53194,I22090-01 PVSA-05200,交流集電箱
53195,23M80 L=100.00B,E2020102100
53196,J-B135 ｺｳﾘｭｳｼｭｳﾃﾞﾝﾊﾞｺ, 
53197,J-B135 ﾁｮｳｻﾋﾖｳ, 
53198,TMG8CQ60F5 LS, 
53199,N0604-3  5P/S,国内生産
53200,CB-252ｷﾊﾞﾝ  1P/S,国内生産
53201,UL-310M-60, 
53202,ELXR401LGC272MDB5U, 
53203,ERWF401LGB182MC96U, 
53204,ECST401LGB681MA80U, 
53205,EKMM401VSN471MA40S, 
53206,YL330CG2530F-1, 
53207,H4ｺﾈｸﾀｰ, 
53208,EGXL250ETD221MJC5S, 
53209,ZAMｶﾀﾞｲ ﾁｭｳｷｬｸﾖｳ ｽﾍﾟｰｻｰ,84×66(T=2.3ｍｍ)
53210,MOD-CS3L-370MSF, 
53211,EQF-0177 90X95  1P/S,国内生産
53212,TC-500CAD-10(57 X 112.5),S-200448-1
53213,AS0024D  1P/S,国内生産
53214,EQF-0173A(DC)105X192  1P/S,国内生産
53215,EQF-0174A(AC)125X175  1P/S,国内生産
53216,PJ-12V150WBNA, 
53217,PJB-24V240WBNA, 
53218,PV 216S0F3CXXV0O3T7P015PJP,品番:8000053752
53219,FUSE 10X85 20A 1500VDC GPV DF,品番:4000000885
53220,H4.0/19.5X GR SV,品番:9006750000
53221,PZ 6 ROTO L,品番:1444050000
53222,TC-50SPA-3.0(300X400),原反
53224,FTS-H5CB2020-A0 115X150  1P/S,国内生産
53225,VBPC240NC2,単相4.0ﾊﾟﾜｺﾝ
53226,VBSSK3M,ｵﾑﾛﾝ用 接続箱3回路
53227,L-EYEﾀｲﾖｳｺｳﾊﾟｯｹｰｼﾞｺｳｱﾂ4,標準LTE10年
53228,PCB-EVA0009FR7_B  1P/S,国内生産
53229,V1F, 
53230,V0F, 
53231,KE-1886,340ｇｶｰﾄﾘｯｼﾞ
53232,TC-250CAT-20(300X400),原反
53233,I-K67 ｷｭｰﾋﾞｸﾙ, 
53234,L-EYE MATCH ﾀｲﾖｳｺｳﾊﾂﾃﾞﾝ,ZERO-T2 SUI 他
53235,M70A_260 ｾﾝﾄﾞﾊﾞｯｸﾎｼｭﾎｼｮｳ,標準5年保証+延長5年保
53236,J_B946 PVﾘﾄﾙﾊﾟｯｸ, 
53237,SOLOR LEGATO LTE+ｵﾌﾟｼｮﾝ,ﾊﾟｯｹｰｼﾞ高圧2
53238,ﾄｳｷｮｳﾊﾟｰﾂｾｲﾋﾝ ｷﾝｷｭｳAIRﾀｲｵｳ, 
53239,PCB-YV-480030-CONT_U  1P/S,国内生産
53240,PCB-BCP2-MDL_AU  1P/S,国内生産
53241,PCB-BCP2-CN-CONV_U  1P/S,国内生産
53242,OUK03-9162T (UV313-1210),HKR088-22
53243,HNW-MC4-CHN100,片端MC4ｺﾈｸﾀ100ｍ
53244,HNW-MC4-CHN5S,両端MC4ｺﾈｸﾀ5ｍ
53245,50ZLJ470M 10X20, 
53246,50YXM10MEFR 5X11, 
53247,50ZLJ220M 10X16, 
53248,16YXM47MEFR 5X11, 
53249,KPB1156AAA2 174X163  4P/S,国内生産 ﾋﾟｰｽ単位
53250,ESG2E32A,端部固定金具32ｍｍｾｯﾄ
53251,ESG2M01A,中間部固定金具32ｍｍｾｯﾄ
53252,971781-2B ｷﾊﾞﾝ  1P/S,国内生産
53253,J_C127 2168 300KVA X 2 ｷｭｰﾋﾞｸﾙ,交流集電箱4×1 5×1
53254,MT-SS7-E160M580B-S/N, 
53255,MT-SS4-E160M330B-S/N, 
53256,SF170-S,ｿｰﾗｰﾌﾛﾝﾃｨｱ
53257,BN-RB6-C,JVCｹﾝｳｯﾄﾞ
53258,ELXG500VSN103MA50S,(35×50)
53259,TC-400SP-1.7(24X130)ｻｰﾏﾘｰｼｰﾄEA,図番416729原反36
53260,KPV-A55-J4,15年保証
53261,SUN2000-20KTL-M3,HUAWEI
53262,SMARTLOGGER3000A,SIMｶｰﾄﾞ10年通信機能付
53263,PVL-L0750Eｶｻｱｹﾞｶﾀﾞｲ,図番:TB011-50-01
53264,ｺｳｱﾂｼﾞｭﾃﾞﾝﾊﾞﾝｲｯｼｷ,指番:AKB0539
53265,ｷｾﾂｷｭｰﾋﾞｸﾙｶｲｿﾞｳｲｯｼｷ,指番:AKB0539
53266,TR 750KVA 3300V/380V 3R079126A,指番:AKB0539
53267,PR-1821C  1P/S,ﾚﾝﾁｬｵ
53268,PR-1822B  1P/S,ﾚﾝﾁｬｵ
53269,PR-1823C  1P/S,ﾚﾝﾁｬｵ
53270,PR-1824C  1P/S,ﾚﾝﾁｬｵ
53271,PCB-0711-01331-01_BU  2P/S,国内生産
53272,BU60RE,UPS 600VA/480W
53273,PC15DRK-102KME, 
53274,PJ13ZT-152J, 
53275,PC16DRK-102K, 
53276,A781574 ｷﾊﾞﾝ  10P/S,国内生産 ｼｰﾄ発注
53277,1500V PVCC 3.5SQ MC4 25M,(2本1組)
53278,1500V PVCC 3.5SQ MC4 35M,(2本1組)
53279,ERWE451LGB271MA50U, 
53280,ｲﾍﾞﾝﾄﾅﾌﾀﾞ ﾋﾓﾄｵｼ ｼﾞﾄﾞｳｷ, 
53281,SM985011-200 ｷﾊﾞﾝ  1P/S,国内生産
53282,FHG-201WP, 
53283,NO343B, 
53284,EKMM451VSN471MA50S, 
53285,EMZA500ARA221MJA0G, 
53286,I-50 MBT1, 
53287,EKMH351LGB471MA60U, 
53288,ESK-P0226-001  4P/S,国内生産
53289,AS128A  1P/S,国内生産
53290,FGSM(163)250VAC225JB35, 
53291,PCS-CR-10(16X21)T,片側ﾀﾌﾞ付/抜き品
53292,PCS-CR-10(25X39)T,片側ﾀﾌﾞ付/抜き品
53293,ｼﾝｴﾂ ﾌｪｲｽﾞﾁｪﾝｼﾞﾏﾃﾘｱﾙｼｰﾄ,金型費
53294,YL335P-35B, 
53295,EKMH630LGB682MA60U,(35×60)
53296,N0606-1  3P/S,国内生産
53297,QFR0824SHHFW, 
53298,J_C414 ﾘﾄﾙﾊﾟｯｸ2000KVA, 
53299,UCD1H331MNQ1MS, 
53300,1R0A371K10.5LH, 
53301,S1R0A371K10.5LH, 
53302,60310065-B ｷﾊﾞﾝ  1P/S,国内生産
53303,H5.5J_221, 
53304,H5.5J_221 ｵﾌﾟｼｮﾝ,延長保証 +5年費用
53305,BY80S, 
53306,JAP60S01-275/SC 40MMｱﾂ,40ｍｍ厚
53307,PJ13ZT-472J, 
53308,PJ13ZT-682J, 
53309,PI13A-392K, 
53310,PC15DRK-222K, 
53311,EMVA630ARA100MF55G, 
53312,XLX450AENT LE9, 
